age,annual_income,monthly_income,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back,gender_Male,gender_Other,marital_status_Married,marital_status_Single,marital_status_Widowed,education_level_High School,education_level_Master's,education_level_Other,education_level_PhD,employment_status_Retired,employment_status_Self-employed,employment_status_Student,employment_status_Unemployed,loan_purpose_Car,loan_purpose_Debt consolidation,loan_purpose_Education,loan_purpose_Home,loan_purpose_Medical,loan_purpose_Other,loan_purpose_Vacation,grade_subgrade_A2,grade_subgrade_A3,grade_subgrade_A4,grade_subgrade_A5,grade_subgrade_B1,grade_subgrade_B2,grade_subgrade_B3,grade_subgrade_B4,grade_subgrade_B5,grade_subgrade_C1,grade_subgrade_C2,grade_subgrade_C3,grade_subgrade_C4,grade_subgrade_C5,grade_subgrade_D1,grade_subgrade_D2,grade_subgrade_D3,grade_subgrade_D4,grade_subgrade_D5,grade_subgrade_E1,grade_subgrade_E2,grade_subgrade_E3,grade_subgrade_E4,grade_subgrade_E5,grade_subgrade_F1,grade_subgrade_F2,grade_subgrade_F3,grade_subgrade_F4,grade_subgrade_F5
60,34676.79,2889.73,0.108,770,30884.8,15.9,36.0,1084.29,3.0,30987.78,28603.46,1.0,0.0,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,27300.97,2275.08,0.155,641,500.0,13.18,60.0,11.42,5.0,29821.94,7301.67,0.0,0.0,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
42,33213.06,2767.75,0.313,648,8739.8,13.36,36.0,296.0,6.0,41580.77,7760.57,4.0,1.0,4.0,0,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,66290.23,5524.19,0.532,755,10629.01,11.2,60.0,232.16,5.0,56124.62,52581.12,5.0,0.0,6.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,57123.21,4760.27,0.153,648,8526.59,10.34,60.0,182.59,1.0,56871.48,45324.83,2.0,0.0,3.0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
22,36680.85,3056.74,0.05,681,21361.56,10.09,36.0,690.18,4.0,34392.36,13275.61,3.0,0.0,4.0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,29099.89,2424.99,0.15,715,21905.63,12.88,36.0,736.82,7.0,26611.27,5605.0,3.0,0.0,3.0,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,19927.49,1660.62,0.159,679,25586.39,11.06,36.0,838.39,2.0,25249.86,18177.63,2.0,0.0,3.0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,36365.76,3030.48,0.345,797,31801.47,11.69,36.0,1051.56,2.0,47205.35,21317.62,1.0,0.0,1.0,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,46634.3,3886.19,0.038,568,9215.89,10.27,36.0,298.54,5.0,39395.27,2715.08,1.0,0.0,1.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
31,10203.39,850.28,0.154,786,15065.59,13.65,60.0,347.82,6.0,16297.13,14266.76,1.0,0.0,2.0,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,66661.64,5555.14,0.181,584,17481.22,16.95,60.0,433.98,4.0,88341.19,38920.3,1.0,2.0,2.0,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
75,51250.3,4270.86,0.052,739,7857.59,9.56,36.0,251.92,6.0,43510.74,26095.96,2.0,0.0,2.0,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,31051.46,2587.62,0.218,639,22673.43,16.62,60.0,558.87,8.0,45588.97,16683.65,2.0,1.0,2.0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
63,38067.26,3172.27,0.141,675,15367.55,13.57,60.0,354.16,7.0,35774.39,1915.19,1.0,0.0,1.0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,22310.14,1859.18,0.231,602,16530.21,11.41,60.0,362.8,1.0,33837.91,3012.09,2.0,0.0,2.0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
42,40206.59,3350.55,0.151,702,26102.04,11.96,36.0,866.46,4.0,34802.0,12201.5,1.0,0.0,2.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,10942.17,911.85,0.274,751,500.0,8.99,60.0,10.38,3.0,17805.21,14589.71,0.0,0.0,1.0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,68043.34,5670.28,0.184,660,13956.51,11.76,60.0,308.76,9.0,55805.98,10544.45,2.0,0.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
28,33052.8,2754.4,0.155,638,14900.98,10.47,36.0,484.11,1.0,22894.09,12570.65,2.0,0.0,2.0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
29,12087.35,1007.28,0.204,682,9190.27,16.41,60.0,225.5,5.0,17607.48,6979.93,2.0,0.0,2.0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,71120.65,5926.72,0.099,683,19143.66,10.4,60.0,410.52,6.0,109709.59,17610.1,0.0,0.0,0.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,28532.43,2377.7,0.329,706,507.46,12.2,36.0,16.9,9.0,37431.97,34148.12,2.0,0.0,2.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,27029.69,2252.47,0.171,639,10935.75,12.35,36.0,365.05,5.0,24205.22,11328.88,1.0,0.0,2.0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
51,29076.15,2423.01,0.344,647,23148.68,12.44,36.0,773.74,4.0,20152.23,17383.71,5.0,0.0,5.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26,27007.32,2250.61,0.052,784,12152.91,9.78,60.0,256.9,6.0,22536.15,18636.3,1.0,0.0,1.0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,53579.09,4464.92,0.089,701,16282.14,11.76,36.0,538.94,7.0,40234.98,24454.08,1.0,0.0,3.0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,34367.37,2863.95,0.101,850,12480.66,6.77,36.0,384.06,5.0,51705.78,8313.65,3.0,0.0,3.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,28905.67,2408.81,0.147,653,16763.21,10.68,36.0,546.27,8.0,33963.9,6011.32,3.0,0.0,4.0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,30830.12,2569.18,0.063,713,500.0,11.85,36.0,16.57,6.0,34131.85,29969.32,1.0,0.0,1.0,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,78185.2,6515.43,0.081,703,15740.18,9.2,36.0,502.0,6.0,59037.34,20473.94,0.0,0.0,2.0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,25012.35,2084.36,0.53,638,17553.64,13.0,60.0,399.4,4.0,39749.35,8459.98,1.0,0.0,2.0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
34,35431.83,2952.65,0.103,681,13864.66,10.81,36.0,452.66,4.0,30751.89,24763.5,2.0,0.0,2.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,20474.61,1706.22,0.256,731,19795.45,7.52,36.0,615.94,6.0,32190.61,16428.64,2.0,0.0,4.0,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,78734.2,6561.18,0.339,491,4433.8,17.36,60.0,111.05,8.0,124610.18,20366.89,2.0,0.0,2.0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
64,25149.03,2095.75,0.211,596,19231.78,15.37,36.0,670.17,6.0,19326.56,7487.69,1.0,0.0,1.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
57,93294.14,7774.51,0.236,719,19306.37,7.81,36.0,603.3,10.0,108647.22,63110.15,2.0,0.0,2.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,160872.24,13406.02,0.133,561,18846.56,13.0,36.0,635.02,5.0,103961.96,86151.82,2.0,0.0,2.0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
51,56800.11,4733.34,0.18,634,21492.56,12.68,60.0,485.51,3.0,82671.41,48635.77,2.0,0.0,3.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
71,24935.71,2077.98,0.186,627,13278.42,16.16,36.0,467.88,7.0,32197.3,5959.7,3.0,0.0,4.0,0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
52,20885.2,1740.43,0.09,691,18858.58,14.93,36.0,653.09,5.0,27534.4,8268.34,1.0,2.0,2.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,75854.4,6321.2,0.282,770,14807.5,9.27,60.0,309.32,4.0,67537.94,43301.41,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,44142.02,3678.5,0.046,583,10802.36,15.85,60.0,261.83,8.0,65590.43,31212.68,5.0,1.0,5.0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
22,36961.38,3080.12,0.035,655,8166.18,11.98,36.0,271.16,4.0,40853.13,5942.51,1.0,0.0,1.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,50846.33,4237.19,0.367,602,11101.02,11.32,36.0,365.12,11.0,60653.11,42520.61,8.0,0.0,11.0,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
72,21180.75,1765.06,0.106,688,4968.58,16.15,60.0,121.22,6.0,17346.44,12147.19,3.0,0.0,4.0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,32615.4,2717.95,0.168,646,22438.75,10.43,36.0,728.57,4.0,20633.99,14959.25,1.0,0.0,1.0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,20943.11,1745.26,0.251,691,5681.03,13.43,60.0,130.51,7.0,30754.55,23158.23,5.0,0.0,5.0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,46285.26,3857.1,0.173,688,500.0,12.77,60.0,11.32,5.0,53140.17,35650.19,0.0,0.0,0.0,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,55578.84,4631.57,0.161,753,31065.06,7.65,36.0,968.46,7.0,79513.56,23926.36,2.0,0.0,2.0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,72840.41,6070.03,0.105,582,26766.49,12.45,60.0,601.51,9.0,100955.87,22682.76,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32,25475.81,2122.98,0.081,761,24836.47,12.21,36.0,827.42,3.0,33421.15,2835.88,0.0,0.0,0.0,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,68925.2,5743.77,0.093,705,11675.34,11.86,60.0,258.89,7.0,70209.15,45735.52,1.0,0.0,2.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,13186.13,1098.84,0.241,656,1921.45,13.56,60.0,44.27,3.0,19962.9,14947.56,4.0,0.0,4.0,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
61,19356.01,1613.0,0.041,720,26567.65,10.85,36.0,867.9,2.0,19327.41,1515.85,3.0,0.0,3.0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,54692.24,4557.69,0.165,595,14405.71,17.81,60.0,364.32,3.0,45336.78,21230.72,4.0,0.0,4.0,1,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
58,51692.08,4307.67,0.147,808,13606.54,8.27,60.0,277.65,5.0,53761.09,4724.09,6.0,0.0,7.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,47559.42,3963.28,0.392,606,12202.95,10.02,36.0,393.87,11.0,56643.07,9843.15,4.0,0.0,4.0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
62,14342.42,1195.2,0.057,509,17299.96,15.02,36.0,599.88,5.0,17141.07,9864.68,1.0,0.0,2.0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
66,70340.49,5861.71,0.226,665,500.0,13.91,36.0,17.07,2.0,100062.99,50578.75,1.0,0.0,3.0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,44976.82,3748.07,0.2,664,500.0,12.82,36.0,16.8,6.0,38158.25,31373.21,6.0,0.0,6.0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,41702.81,3475.23,0.029,683,19069.87,12.81,36.0,640.8,1.0,35490.83,32688.6,2.0,0.0,2.0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,57943.67,4828.64,0.273,761,20042.59,8.81,36.0,635.58,10.0,47496.19,27348.13,0.0,0.0,1.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,28714.13,2392.84,0.114,675,30052.13,16.92,60.0,745.58,3.0,42031.41,3989.16,1.0,0.0,1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,77425.2,6452.1,0.1,702,13570.56,10.9,36.0,443.64,5.0,53175.98,18807.65,2.0,0.0,2.0,0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,43938.9,3661.58,0.169,761,15766.38,11.34,36.0,518.71,6.0,41450.6,16301.73,1.0,0.0,2.0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,47115.11,3926.26,0.225,735,15312.4,14.45,36.0,526.69,9.0,38603.4,32225.5,6.0,0.0,7.0,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,59840.97,4986.75,0.139,850,12241.19,3.92,36.0,360.97,2.0,42770.6,4153.02,3.0,0.0,4.0,1,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,13579.57,1131.63,0.07,723,9980.02,11.99,36.0,331.43,12.0,19184.37,2125.57,0.0,0.0,1.0,1,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,28553.09,2379.42,0.072,635,500.0,13.65,36.0,17.0,6.0,29924.55,4408.14,1.0,0.0,2.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,29804.51,2483.71,0.135,593,17709.55,12.57,60.0,399.06,10.0,24928.3,22832.12,2.0,0.0,5.0,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
75,24891.02,2074.25,0.212,633,8471.26,13.61,36.0,287.93,1.0,23790.3,7265.71,2.0,0.0,2.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
63,43932.81,3661.07,0.123,612,32219.59,13.98,36.0,1100.88,8.0,31488.06,12207.9,6.0,0.0,6.0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
27,29653.5,2471.12,0.222,634,23973.32,12.71,36.0,804.41,3.0,19268.6,15351.81,4.0,0.0,4.0,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
37,61925.94,5160.5,0.129,553,9708.56,16.3,36.0,342.76,5.0,51900.6,30191.2,0.0,0.0,1.0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
70,43423.84,3618.65,0.263,520,22835.14,15.44,36.0,796.52,1.0,54523.57,43686.29,2.0,1.0,2.0,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
52,24325.12,2027.09,0.083,572,9216.44,15.71,36.0,322.7,5.0,23301.19,14148.83,2.0,0.0,2.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
42,42695.62,3557.97,0.139,685,8954.78,14.25,36.0,307.14,4.0,61096.24,9750.71,1.0,0.0,2.0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,19982.42,1665.2,0.051,686,11259.66,14.51,36.0,387.62,6.0,31298.07,12203.75,2.0,0.0,2.0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,18000.28,1500.02,0.228,725,17609.29,9.88,36.0,567.21,4.0,17630.97,2682.47,1.0,0.0,2.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,31507.94,2625.66,0.14,685,33997.66,12.63,60.0,767.13,5.0,46411.45,37817.65,2.0,0.0,2.0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,51223.7,4268.64,0.096,713,14200.48,9.15,60.0,295.81,2.0,46109.01,28595.74,0.0,0.0,0.0,1,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,52854.02,4404.5,0.423,610,13910.39,11.91,60.0,308.8,7.0,58785.71,18912.27,2.0,0.0,2.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
