STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
22504,01-07-41,0,,28.88888889,22.22222222,25.55555556,0,,41,7,1,0,,,84,72,78,0,,,,,,,,,
22504,02-07-41,T,,28.88888889,22.77777778,25.55555556,0,,41,7,2,T,,,84,73,78,0,,,,,,,,,
22504,03-07-41,T,,29.44444444,23.33333333,26.66666667,0,,41,7,3,T,,,85,74,80,0,,,,,,,,,
22504,04-07-41,0,,29.44444444,23.33333333,26.66666667,0,,41,7,4,0,,,85,74,80,0,,,,,,,,,
22504,05-07-41,0,,28.88888889,23.33333333,26.11111111,0,,41,7,5,0,,,84,74,79,0,,,,,,,,,
22504,06-07-41,T,,28.88888889,22.22222222,25.55555556,0,,41,7,6,T,,,84,72,78,0,,,,,,,,,
22504,07-07-41,0,,28.88888889,21.66666667,25.55555556,0,,41,7,7,0,,,84,71,78,0,,,,,,,,,
22504,08-07-41,0,,29.44444444,23.33333333,26.66666667,0,,41,7,8,0,,,85,74,80,0,,,,,,,,,
22504,09-07-41,0.762,,28.88888889,22.77777778,25.55555556,0,,41,7,9,0.03,,,84,73,78,0,,,,,,,,,
22504,10-07-41,T,,30,24.44444444,27.22222222,0,,41,7,10,T,,,86,76,81,0,,,,,,,,,
22504,11-07-41,0,,30.55555556,24.44444444,27.77777778,0,,41,7,11,0,,,87,76,82,0,,,,,,,,,
22504,12-07-41,0,,30,23.88888889,26.66666667,0,,41,7,12,0,,,86,75,80,0,,,,,,,,,
22504,13-07-41,0,,29.44444444,21.66666667,25.55555556,0,,41,7,13,0,,,85,71,78,0,,,,,,,,,
22504,14-07-41,T,,30,21.11111111,25.55555556,0,,41,7,14,T,,,86,70,78,0,,,,,,,,,
22504,15-07-41,T,,30,22.22222222,26.11111111,0,,41,7,15,T,,,86,72,79,0,,,,,,,,,
22504,16-07-41,T,,28.88888889,22.22222222,25.55555556,0,,41,7,16,T,,,84,72,78,0,,,,,,,,,
22504,17-07-41,0.508,,30,22.22222222,26.11111111,0,,41,7,17,0.02,,,86,72,79,0,,,,,,,,,
22504,18-07-41,0,,29.44444444,23.33333333,26.66666667,0,,41,7,18,0,,,85,74,80,0,,,,,,,,,
22504,19-07-41,0,,30,22.77777778,26.66666667,0,,41,7,19,0,,,86,73,80,0,,,,,,,,,
22504,20-07-41,T,,30,25,27.77777778,0,,41,7,20,T,,,86,77,82,0,,,,,,,,,
22504,21-07-41,0,,29.44444444,23.88888889,26.66666667,0,,41,7,21,0,,,85,75,80,0,,,,,,,,,
22504,22-07-41,0,,29.44444444,23.33333333,26.66666667,0,,41,7,22,0,,,85,74,80,0,,,,,,,,,
22504,23-07-41,0,,29.44444444,22.77777778,26.11111111,0,,41,7,23,0,,,85,73,79,0,,,,,,,,,
22504,24-07-41,0,,30.55555556,22.77777778,26.66666667,0,,41,7,24,0,,,87,73,80,0,,,,,,,,,
22504,25-07-41,0,,31.11111111,23.33333333,27.22222222,0,,41,7,25,0,,,88,74,81,0,,,,,,,,,
22504,26-07-41,0,,31.11111111,21.66666667,26.66666667,0,,41,7,26,0,,,88,71,80,0,,,,,,,,,
22504,27-07-41,T,,30.55555556,22.22222222,26.66666667,0,,41,7,27,T,,,87,72,80,0,,,,,,,,,
22504,28-07-41,0,,30.55555556,23.88888889,27.22222222,0,,41,7,28,0,,,87,75,81,0,,,,,,,,,
22504,29-07-41,T,,31.11111111,23.33333333,27.22222222,0,,41,7,29,T,,,88,74,81,0,,,,,,,,,
22504,30-07-41,0,,29.44444444,24.44444444,26.66666667,0,,41,7,30,0,,,85,76,80,0,,,,,,,,,
22504,31-07-41,0,,30.55555556,22.77777778,26.66666667,0,,41,7,31,0,,,87,73,80,0,,,,,,,,,
22504,01-08-41,0,,32.22222222,21.66666667,27.22222222,0,,41,8,1,0,,,90,71,81,0,,,,,,,,,
22504,02-08-41,0,,30,25,27.77777778,0,,41,8,2,0,,,86,77,82,0,,,,,,,,,
22504,03-08-41,T,,30.55555556,23.33333333,27.22222222,0,,41,8,3,T,,,87,74,81,0,,,,,,,,,
22504,04-08-41,3.048,,30,22.22222222,26.11111111,0,,41,8,4,0.12,,,86,72,79,0,,,,,,,,,
22504,05-08-41,T,,30,23.88888889,26.66666667,0,,41,8,5,T,,,86,75,80,0,,,,,,,,,
22504,06-08-41,0,,30.55555556,25,27.77777778,0,,41,8,6,0,,,87,77,82,0,,,,,,,,,
22504,07-08-41,T,,30,23.33333333,26.66666667,0,,41,8,7,T,,,86,74,80,0,,,,,,,,,
22504,08-08-41,23.368,,31.66666667,23.88888889,27.77777778,0,,41,8,8,0.92,,,89,75,82,0,,,,,,,,,
22504,09-08-41,0,,30,23.88888889,27.22222222,0,,41,8,9,0,,,86,75,81,0,,,,,,,,,
22504,10-08-41,0,,30,25,27.77777778,0,,41,8,10,0,,,86,77,82,0,,,,,,,,,
22504,11-08-41,0,,28.88888889,23.33333333,26.11111111,0,,41,8,11,0,,,84,74,79,0,,,,,,,,,
22504,12-08-41,0,,28.88888889,21.11111111,25,0,,41,8,12,0,,,84,70,77,0,,,,,,,,,
22504,13-08-41,0,,29.44444444,21.66666667,25.55555556,0,,41,8,13,0,,,85,71,78,0,,,,,,,,,
22504,14-08-41,0,,31.11111111,20.55555556,25.55555556,0,,41,8,14,0,,,88,69,78,0,,,,,,,,,
22504,15-08-41,0,,31.66666667,23.33333333,27.77777778,0,,41,8,15,0,,,89,74,82,0,,,,,,,,,
22504,16-08-41,0,,30.55555556,26.11111111,28.33333333,0,,41,8,16,0,,,87,79,83,0,,,,,,,,,
22504,17-08-41,0,,30.55555556,25,27.77777778,0,,41,8,17,0,,,87,77,82,0,,,,,,,,,
22504,18-08-41,0,,30.55555556,24.44444444,27.77777778,0,,41,8,18,0,,,87,76,82,0,,,,,,,,,
22504,19-08-41,0.254,,29.44444444,25,27.22222222,0,,41,8,19,0.01,,,85,77,81,0,,,,,,,,,
22504,20-08-41,0.508,,29.44444444,23.88888889,26.66666667,0,,41,8,20,0.02,,,85,75,80,0,,,,,,,,,
22504,21-08-41,0.508,,28.88888889,23.33333333,26.11111111,0,,41,8,21,0.02,,,84,74,79,0,,,,,,,,,
22504,22-08-41,0,,30.55555556,22.77777778,26.66666667,0,,41,8,22,0,,,87,73,80,0,,,,,,,,,
22504,23-08-41,T,,30,23.33333333,26.66666667,0,,41,8,23,T,,,86,74,80,0,,,,,,,,,
22504,24-08-41,0,,31.11111111,23.33333333,27.22222222,0,,41,8,24,0,,,88,74,81,0,,,,,,,,,
22504,25-08-41,0,,31.66666667,22.77777778,27.22222222,0,,41,8,25,0,,,89,73,81,0,,,,,,,,,
22504,26-08-41,0,,31.11111111,23.33333333,27.22222222,0,,41,8,26,0,,,88,74,81,0,,,,,,,,,
22504,27-08-41,0,,31.11111111,24.44444444,25,0,,41,8,27,0,,,88,76,77,0,,,,,,,,,
22504,28-08-41,T,,30,25.55555556,27.77777778,0,,41,8,28,T,,,86,78,82,0,,,,,,,,,
22504,29-08-41,T,,30,24.44444444,27.22222222,0,,41,8,29,T,,,86,76,81,0,,,,,,,,,
22504,30-08-41,1.27,,28.33333333,23.33333333,26.11111111,0,,41,8,30,0.05,,,83,74,79,0,,,,,,,,,
22504,31-08-41,0.762,,29.44444444,22.77777778,26.11111111,0,,41,8,31,0.03,,,85,73,79,0,,,,,,,,,
22504,01-09-41,0.762,,29.44444444,23.33333333,26.66666667,0,,41,9,1,0.03,,,85,74,80,0,,,,,,,,,
22504,02-09-41,T,,30.55555556,25.55555556,27.77777778,0,,41,9,2,T,,,87,78,82,0,,,,,,,,,
22504,03-09-41,0,,30.55555556,25,27.77777778,0,,41,9,3,0,,,87,77,82,0,,,,,,,,,
22504,04-09-41,T,,29.44444444,24.44444444,26.66666667,0,,41,9,4,T,,,85,76,80,0,,,,,,,,,
22504,05-09-41,0,,30,23.33333333,26.66666667,0,,41,9,5,0,,,86,74,80,0,,,,,,,,,
22504,06-09-41,4.318,,28.88888889,23.33333333,26.11111111,0,,41,9,6,0.17,,,84,74,79,0,,,,,,,,,
22504,07-09-41,0,,29.44444444,24.44444444,26.66666667,0,,41,9,7,0,,,85,76,80,0,,,,,,,,,
22504,08-09-41,0,,30.55555556,24.44444444,27.77777778,0,,41,9,8,0,,,87,76,82,0,,,,,,,,,
22504,09-09-41,0,,30,23.33333333,26.66666667,0,,41,9,9,0,,,86,74,80,0,,,,,,,,,
22504,10-09-41,T,,30,22.77777778,26.66666667,0,,41,9,10,T,,,86,73,80,0,,,,,,,,,
22504,11-09-41,0,,30.55555556,23.33333333,27.22222222,0,,41,9,11,0,,,87,74,81,0,,,,,,,,,
22504,12-09-41,0,,30.55555556,21.66666667,26.11111111,0,,41,9,12,0,,,87,71,79,0,,,,,,,,,
22504,13-09-41,0,,30.55555556,21.66666667,26.11111111,0,,41,9,13,0,,,87,71,79,0,,,,,,,,,
22504,14-09-41,0,,32.77777778,22.22222222,27.77777778,0,,41,9,14,0,,,91,72,82,0,,,,,,,,,
22504,15-09-41,T,,32.22222222,23.33333333,27.77777778,0,,41,9,15,T,,,90,74,82,0,,,,,,,,,
22504,16-09-41,T,,31.11111111,23.33333333,27.22222222,0,,41,9,16,T,,,88,74,81,0,,,,,,,,,
22504,17-09-41,0,,30,24.44444444,27.22222222,0,,41,9,17,0,,,86,76,81,0,,,,,,,,,
22504,18-09-41,0.254,,29.44444444,23.33333333,26.66666667,0,,41,9,18,0.01,,,85,74,80,0,,,,,,,,,
22504,19-09-41,T,,30,23.88888889,26.66666667,0,,41,9,19,T,,,86,75,80,0,,,,,,,,,
22504,20-09-41,0,,30,23.88888889,26.66666667,0,,41,9,20,0,,,86,75,80,0,,,,,,,,,
22504,21-09-41,0,,32.22222222,23.33333333,27.77777778,0,,41,9,21,0,,,90,74,82,0,,,,,,,,,
22504,22-09-41,0,,31.11111111,23.88888889,27.77777778,0,,41,9,22,0,,,88,75,82,0,,,,,,,,,
22504,23-09-41,0,,31.11111111,22.22222222,26.66666667,0,,41,9,23,0,,,88,72,80,0,,,,,,,,,
22504,24-09-41,0,,30.55555556,25.55555556,28.33333333,0,,41,9,24,0,,,87,78,83,0,,,,,,,,,
22504,25-09-41,T,,30.55555556,24.44444444,27.77777778,0,,41,9,25,T,,,87,76,82,0,,,,,,,,,
22504,26-09-41,0,,30.55555556,25.55555556,27.77777778,0,,41,9,26,0,,,87,78,82,0,,,,,,,,,
22504,27-09-41,0,,27.77777778,24.44444444,26.11111111,0,,41,9,27,0,,,82,76,79,0,,,,,,,,,
22504,28-09-41,0,,30,25,27.77777778,0,,41,9,28,0,,,86,77,82,0,,,,,,,,,
22504,29-09-41,0,,29.44444444,24.44444444,26.66666667,0,,41,9,29,0,,,85,76,80,0,,,,,,,,,
22504,30-09-41,0.254,,28.88888889,22.77777778,25.55555556,0,,41,9,30,0.01,,,84,73,78,0,,,,,,,,,
22504,01-10-41,0.254,,30,23.33333333,26.66666667,0,,41,10,1,0.01,,,86,74,80,0,,,,,,,,,
22504,02-10-41,0.762,,30,24.44444444,27.22222222,0,,41,10,2,0.03,,,86,76,81,0,,,,,,,,,
22504,03-10-41,T,,29.44444444,23.33333333,26.66666667,0,,41,10,3,T,,,85,74,80,0,,,,,,,,,
22504,04-10-41,T,,30,23.88888889,26.66666667,0,,41,10,4,T,,,86,75,80,0,,,,,,,,,
22504,05-10-41,0,,29.44444444,21.66666667,25.55555556,0,,41,10,5,0,,,85,71,78,0,,,,,,,,,
22504,06-10-41,0,,30.55555556,21.66666667,26.11111111,0,,41,10,6,0,,,87,71,79,0,,,,,,,,,
22504,07-10-41,13.208,,27.22222222,23.88888889,25.55555556,0,,41,10,7,0.52,,,81,75,78,0,,,,,,,,,
22504,08-10-41,7.874,,26.11111111,23.33333333,24.44444444,0,,41,10,8,0.31,,,79,74,76,0,,,,,,,,,
22504,09-10-41,0,,28.88888889,23.33333333,26.11111111,0,,41,10,9,0,,,84,74,79,0,,,,,,,,,
22504,10-10-41,0,,28.33333333,25,26.66666667,0,,41,10,10,0,,,83,77,80,0,,,,,,,,,
22504,11-10-41,T,,28.33333333,24.44444444,25.55555556,0,,41,10,11,T,,,83,76,78,0,,,,,,,,,
22504,12-10-41,T,,28.33333333,24.44444444,25.55555556,0,,41,10,12,T,,,83,76,78,0,,,,,,,,,
22504,13-10-41,T,,27.77777778,23.88888889,25.55555556,0,,41,10,13,T,,,82,75,78,0,,,,,,,,,
22504,14-10-41,0.254,,27.22222222,23.88888889,25.55555556,0,,41,10,14,0.01,,,81,75,78,0,,,,,,,,,
22504,15-10-41,0.254,,28.33333333,22.77777778,25.55555556,0,,41,10,15,0.01,,,83,73,78,0,,,,,,,,,
22504,16-10-41,0,,28.88888889,22.77777778,25.55555556,0,,41,10,16,0,,,84,73,78,0,,,,,,,,,
22504,17-10-41,T,,28.33333333,23.33333333,25.55555556,0,,41,10,17,T,,,83,74,78,0,,,,,,,,,
22504,18-10-41,T,,28.33333333,22.77777778,25.55555556,0,,41,10,18,T,,,83,73,78,0,,,,,,,,,
22504,19-10-41,0,,28.33333333,24.44444444,26.66666667,0,,41,10,19,0,,,83,76,80,0,,,,,,,,,
22504,20-10-41,T,,28.33333333,21.66666667,25,0,,41,10,20,T,,,83,71,77,0,,,,,,,,,
22504,21-10-41,0,,30,20.55555556,25.55555556,0,,41,10,21,0,,,86,69,78,0,,,,,,,,,
22504,22-10-41,24.638,,28.88888889,20.55555556,24.44444444,0,,41,10,22,0.97,,,84,69,76,0,,,,,,,,,
22504,23-10-41,11.684,,25.55555556,21.11111111,23.33333333,0,,41,10,23,0.46,,,78,70,74,0,,,,,,,,,
22504,24-10-41,3.556,,26.11111111,21.11111111,23.33333333,0,,41,10,24,0.14,,,79,70,74,0,,,,,,,,,
22504,25-10-41,T,,27.22222222,20.55555556,23.88888889,0,,41,10,25,T,,,81,69,75,0,,,,,,,,,
22504,26-10-41,0,,29.44444444,19.44444444,24.44444444,0,,41,10,26,0,,,85,67,76,0,,,,,,,,,
22504,27-10-41,0,,30,22.22222222,26.11111111,0,,41,10,27,0,,,86,72,79,0,,,,,,,,,
22504,28-10-41,0.254,,30,22.22222222,26.11111111,0,,41,10,28,0.01,,,86,72,79,0,,,,,,,,,
22504,29-10-41,8.89,,28.88888889,22.77777778,25.55555556,0,,41,10,29,0.35,,,84,73,78,0,,,,,,,,,
22504,30-10-41,0,,32.22222222,22.77777778,27.77777778,0,,41,10,30,0,,,90,73,82,0,,,,,,,,,
22504,31-10-41,0,,31.66666667,22.22222222,26.66666667,0,,41,10,31,0,,,89,72,80,0,,,,,,,,,
22504,01-11-41,0,,27.22222222,21.11111111,24.44444444,0,,41,11,1,0,,,81,70,76,0,,,,,,,,,
22504,02-11-41,0,,30,20,25,0,,41,11,2,0,,,86,68,77,0,,,,,,,,,
22504,03-11-41,0,,29.44444444,19.44444444,24.44444444,0,,41,11,3,0,,,85,67,76,0,,,,,,,,,
22504,04-11-41,0,,28.88888889,20,24.44444444,0,,41,11,4,0,,,84,68,76,0,,,,,,,,,
22504,05-11-41,T,,29.44444444,20,24.44444444,0,,41,11,5,T,,,85,68,76,0,,,,,,,,,
22504,06-11-41,0,,29.44444444,21.66666667,25.55555556,0,,41,11,6,0,,,85,71,78,0,,,,,,,,,
22504,07-11-41,0,,30,20,25,0,,41,11,7,0,,,86,68,77,0,,,,,,,,,
22504,08-11-41,0,,30.55555556,19.44444444,25,0,,41,11,8,0,,,87,67,77,0,,,,,,,,,
22504,09-11-41,0,,31.11111111,21.66666667,26.66666667,0,,41,11,9,0,,,88,71,80,0,,,,,,,,,
22504,10-11-41,0,,30.55555556,22.22222222,26.66666667,0,,41,11,10,0,,,87,72,80,0,,,,,,,,,
22504,11-11-41,0,,30,22.22222222,26.11111111,0,,41,11,11,0,,,86,72,79,0,,,,,,,,,
22504,12-11-41,0,,30,18.33333333,24.44444444,0,,41,11,12,0,,,86,65,76,0,,,,,,,,,
22504,13-11-41,0,,30.55555556,16.66666667,23.33333333,0,,41,11,13,0,,,87,62,74,0,,,,,,,,,
22504,14-11-41,T,,29.44444444,19.44444444,24.44444444,0,,41,11,14,T,,,85,67,76,0,,,,,,,,,
22504,15-11-41,0,,30.55555556,21.11111111,25.55555556,0,,41,11,15,0,,,87,70,78,0,,,,,,,,,
22504,16-11-41,0,,27.22222222,23.33333333,25.55555556,0,,41,11,16,0,,,81,74,78,0,,,,,,,,,
22504,17-11-41,T,,32.22222222,21.66666667,26.66666667,0,,41,11,17,T,,,90,71,80,0,,,,,,,,,
22504,18-11-41,T,,32.22222222,21.66666667,26.66666667,0,,41,11,18,T,,,90,71,80,0,,,,,,,,,
22504,19-11-41,0,,30.55555556,22.22222222,26.66666667,0,,41,11,19,0,,,87,72,80,0,,,,,,,,,
22504,20-11-41,0,,30.55555556,23.33333333,26.66666667,0,,41,11,20,0,,,87,74,80,0,,,,,,,,,
22504,21-11-41,1.778,,30.55555556,23.33333333,26.66666667,0,,41,11,21,0.07,,,87,74,80,0,,,,,,,,,
22504,22-11-41,0.508,,30.55555556,22.22222222,26.66666667,0,,41,11,22,0.02,,,87,72,80,0,,,,,,,,,
22504,23-11-41,T,,30,23.33333333,26.66666667,0,,41,11,23,T,,,86,74,80,0,,,,,,,,,
22504,24-11-41,0,,28.88888889,21.11111111,25,0,,41,11,24,0,,,84,70,77,0,,,,,,,,,
22504,25-11-41,0,,30,17.77777778,23.88888889,0,,41,11,25,0,,,86,64,75,0,,,,,,,,,
22504,26-11-41,0,,28.88888889,18.33333333,23.33333333,0,,41,11,26,0,,,84,65,74,0,,,,,,,,,
22504,27-11-41,T,,30,19.44444444,24.44444444,0,,41,11,27,T,,,86,67,76,0,,,,,,,,,
22504,28-11-41,0,,27.77777778,19.44444444,23.33333333,0,,41,11,28,0,,,82,67,74,0,,,,,,,,,
22504,29-11-41,T,,27.77777778,17.22222222,22.22222222,0,,41,11,29,T,,,82,63,72,0,,,,,,,,,
22504,30-11-41,T,,24.44444444,15.55555556,20,0,,41,11,30,T,,,76,60,68,0,,,,,,,,,
22504,01-12-41,0.508,,21.66666667,15.55555556,18.88888889,0,,41,12,1,0.02,,,71,60,66,0,,,,,,,,,
22504,02-12-41,T,,26.11111111,19.44444444,22.77777778,0,,41,12,2,T,,,79,67,73,0,,,,,,,,,
22504,03-12-41,0.762,,26.11111111,18.88888889,22.22222222,0,,41,12,3,0.03,,,79,66,72,0,,,,,,,,,
22504,04-12-41,T,,28.88888889,20.55555556,24.44444444,0,,41,12,4,T,,,84,69,76,0,,,,,,,,,
22504,05-12-41,T,,28.33333333,20.55555556,24.44444444,0,,41,12,5,T,,,83,69,76,0,,,,,,,,,
22504,06-12-41,T,,29.44444444,21.11111111,25.55555556,0,,41,12,6,T,,,85,70,78,0,,,,,,,,,
22504,07-12-41,T,,30,21.11111111,25.55555556,0,,41,12,7,T,,,86,70,78,0,,,,,,,,,
22504,08-12-41,1.016,,27.22222222,21.11111111,24.44444444,0,,41,12,8,0.04,,,81,70,76,0,,,,,,,,,
22504,09-12-41,0.508,,28.88888889,21.11111111,25,0,,41,12,9,0.02,,,84,70,77,0,,,,,,,,,
22504,10-12-41,0,,27.77777778,21.66666667,24.44444444,0,,41,12,10,0,,,82,71,76,0,,,,,,,,,
22504,11-12-41,0.762,,28.33333333,21.11111111,24.44444444,0,,41,12,11,0.03,,,83,70,76,0,,,,,,,,,
22504,12-12-41,T,,28.33333333,20.55555556,24.44444444,0,,41,12,12,T,,,83,69,76,0,,,,,,,,,
22504,13-12-41,T,,28.88888889,20.55555556,24.44444444,0,,41,12,13,T,,,84,69,76,0,,,,,,,,,
22504,14-12-41,0,,27.22222222,18.33333333,22.77777778,0,,41,12,14,0,,,81,65,73,0,,,,,,,,,
22504,15-12-41,T,,27.22222222,20,23.88888889,0,,41,12,15,T,,,81,68,75,0,,,,,,,,,
22504,16-12-41,T,,27.22222222,20,23.88888889,0,,41,12,16,T,,,81,68,75,0,,,,,,,,,
22504,17-12-41,0,,27.77777778,21.11111111,24.44444444,0,,41,12,17,0,,,82,70,76,0,,,,,,,,,
22504,18-12-41,0,,28.33333333,19.44444444,23.33333333,0,,41,12,18,0,,,83,67,74,0,,,,,,,,,
22504,19-12-41,T,,28.88888889,20.55555556,24.44444444,0,,41,12,19,T,,,84,69,76,0,,,,,,,,,
22504,20-12-41,T,,26.66666667,21.11111111,23.88888889,0,,41,12,20,T,,,80,70,75,0,,,,,,,,,
22504,21-12-41,0,,28.88888889,21.11111111,25,0,,41,12,21,0,,,84,70,77,0,,,,,,,,,
22504,22-12-41,T,,28.88888889,20,24.44444444,0,,41,12,22,T,,,84,68,76,0,,,,,,,,,
22504,23-12-41,0,,28.88888889,18.88888889,23.88888889,0,,41,12,23,0,,,84,66,75,0,,,,,,,,,
22504,24-12-41,0,,28.88888889,20,24.44444444,0,,41,12,24,0,,,84,68,76,0,,,,,,,,,
22504,25-12-41,0,,30,18.88888889,24.44444444,0,,41,12,25,0,,,86,66,76,0,,,,,,,,,
22504,26-12-41,T,,28.88888889,20.55555556,24.44444444,0,,41,12,26,T,,,84,69,76,0,,,,,,,,,
22504,27-12-41,0,,27.22222222,21.11111111,24.44444444,0,,41,12,27,0,,,81,70,76,0,,,,,,,,,
22504,28-12-41,0,,28.88888889,17.22222222,23.33333333,0,,41,12,28,0,,,84,63,74,0,,,,,,,,,
22504,29-12-41,T,,28.88888889,16.66666667,22.77777778,0,,41,12,29,T,,,84,62,73,0,,,,,,,,,
22504,30-12-41,2.032,,26.11111111,18.33333333,22.22222222,0,,41,12,30,0.08,,,79,65,72,0,,,,,,,,,
22504,31-12-41,0,,27.22222222,15,21.11111111,0,,41,12,31,0,,,81,59,70,0,,,,,,,,,
22504,01-01-42,0,,27.77777778,15.55555556,21.66666667,0,,42,1,1,0,,,82,60,71,0,,,,,,,,,
22504,02-01-42,0,,27.22222222,17.77777778,22.22222222,0,,42,1,2,0,,,81,64,72,0,,,,,,,,,
22504,03-01-42,0,,26.66666667,15,21.11111111,0,,42,1,3,0,,,80,59,70,0,,,,,,,,,
22504,04-01-42,0,,27.77777778,14.44444444,21.11111111,0,,42,1,4,0,,,82,58,70,0,,,,,,,,,
22504,05-01-42,0.254,,26.66666667,17.22222222,21.66666667,0,,42,1,5,0.01,,,80,63,71,0,,,,,,,,,
22504,06-01-42,0,,26.66666667,15.55555556,21.11111111,0,,42,1,6,0,,,80,60,70,0,,,,,,,,,
22504,07-01-42,1.27,,27.22222222,18.33333333,22.77777778,0,,42,1,7,0.05,,,81,65,73,0,,,,,,,,,
22504,08-01-42,0.508,,27.22222222,16.66666667,22.22222222,0,,42,1,8,0.02,,,81,62,72,0,,,,,,,,,
22504,09-01-42,0,,27.77777778,16.66666667,22.22222222,0,,42,1,9,0,,,82,62,72,0,,,,,,,,,
22504,10-01-42,0,,29.44444444,17.22222222,23.33333333,0,,42,1,10,0,,,85,63,74,0,,,,,,,,,
22504,11-01-42,0,,28.88888889,16.11111111,22.22222222,0,,42,1,11,0,,,84,61,72,0,,,,,,,,,
22504,12-01-42,0,,28.33333333,15,21.66666667,0,,42,1,12,0,,,83,59,71,0,,,,,,,,,
22504,13-01-42,T,,29.44444444,17.22222222,23.33333333,0,,42,1,13,T,,,85,63,74,0,,,,,,,,,
22504,14-01-42,0,,28.88888889,17.77777778,23.33333333,0,,42,1,14,0,,,84,64,74,0,,,,,,,,,
22504,15-01-42,1.016,,29.44444444,18.33333333,23.88888889,0,,42,1,15,0.04,,,85,65,75,0,,,,,,,,,
22504,16-01-42,0,,31.11111111,18.88888889,25,0,,42,1,16,0,,,88,66,77,0,,,,,,,,,
22504,17-01-42,0,,30,17.77777778,23.88888889,0,,42,1,17,0,,,86,64,75,0,,,,,,,,,
22504,18-01-42,0,,28.88888889,17.77777778,23.33333333,0,,42,1,18,0,,,84,64,74,0,,,,,,,,,
22504,19-01-42,0,,28.88888889,17.22222222,23.33333333,0,,42,1,19,0,,,84,63,74,0,,,,,,,,,
22504,20-01-42,0,,27.77777778,15.55555556,21.66666667,0,,42,1,20,0,,,82,60,71,0,,,,,,,,,
22504,21-01-42,0,,27.77777778,15.55555556,21.66666667,0,,42,1,21,0,,,82,60,71,0,,,,,,,,,
22504,22-01-42,0,,27.77777778,15.55555556,21.66666667,0,,42,1,22,0,,,82,60,71,0,,,,,,,,,
22504,23-01-42,0,,27.77777778,18.33333333,23.33333333,0,,42,1,23,0,,,82,65,74,0,,,,,,,,,
22504,24-01-42,0,,29.44444444,17.22222222,23.33333333,0,,42,1,24,0,,,85,63,74,0,,,,,,,,,
22504,25-01-42,T,,28.33333333,17.77777778,23.33333333,0,,42,1,25,T,,,83,64,74,0,,,,,,,,,
22504,26-01-42,0,,28.33333333,18.88888889,23.33333333,0,,42,1,26,0,,,83,66,74,0,,,,,,,,,
22504,27-01-42,0,,28.88888889,18.33333333,23.33333333,0,,42,1,27,0,,,84,65,74,0,,,,,,,,,
22504,28-01-42,0,,30,19.44444444,24.44444444,0,,42,1,28,0,,,86,67,76,0,,,,,,,,,
22504,29-01-42,0,,28.88888889,17.77777778,23.33333333,0,,42,1,29,0,,,84,64,74,0,,,,,,,,,
22504,30-01-42,0,,29.44444444,20.55555556,25,0,,42,1,30,0,,,85,69,77,0,,,,,,,,,
22504,31-01-42,3.302,,28.33333333,21.11111111,24.44444444,0,,42,1,31,0.13,,,83,70,76,0,,,,,,,,,
22504,01-02-42,0,,27.77777778,18.88888889,23.33333333,0,,42,2,1,0,,,82,66,74,0,,,,,,,,,
22504,02-02-42,0,,30,19.44444444,24.44444444,0,,42,2,2,0,,,86,67,76,0,,,,,,,,,
22504,03-02-42,0,,28.88888889,18.33333333,23.33333333,0,,42,2,3,0,,,84,65,74,0,,,,,,,,,
22504,04-02-42,0,,30,17.22222222,23.33333333,0,,42,2,4,0,,,86,63,74,0,,,,,,,,,
22504,05-02-42,13.208,,26.11111111,18.88888889,22.22222222,0,,42,2,5,0.52,,,79,66,72,0,,,,,,,,,
22504,06-02-42,T,,28.33333333,20,24.44444444,0,,42,2,6,T,,,83,68,76,0,,,,,,,,,
22504,07-02-42,0,,28.88888889,18.33333333,23.33333333,0,,42,2,7,0,,,84,65,74,0,,,,,,,,,
22504,08-02-42,0,,28.88888889,17.77777778,23.33333333,0,,42,2,8,0,,,84,64,74,0,,,,,,,,,
22504,09-02-42,0,,28.88888889,18.88888889,23.88888889,0,,42,2,9,0,,,84,66,75,0,,,,,,,,,
22504,10-02-42,T,,30,17.77777778,23.88888889,0,,42,2,10,T,,,86,64,75,0,,,,,,,,,
22504,11-02-42,0,,28.33333333,20,24.44444444,0,,42,2,11,0,,,83,68,76,0,,,,,,,,,
22504,12-02-42,0,,28.88888889,20,24.44444444,0,,42,2,12,0,,,84,68,76,0,,,,,,,,,
22504,13-02-42,14.478,,32.22222222,19.44444444,25.55555556,0,,42,2,13,0.57,,,90,67,78,0,,,,,,,,,
22504,14-02-42,0,,27.22222222,18.88888889,23.33333333,0,,42,2,14,0,,,81,66,74,0,,,,,,,,,
22504,15-02-42,T,,26.66666667,21.11111111,23.88888889,0,,42,2,15,T,,,80,70,75,0,,,,,,,,,
22504,16-02-42,4.064,,26.66666667,21.11111111,23.88888889,0,,42,2,16,0.16,,,80,70,75,0,,,,,,,,,
22504,17-02-42,1.524,,26.66666667,18.33333333,22.22222222,0,,42,2,17,0.06,,,80,65,72,0,,,,,,,,,
22504,18-02-42,4.318,,25,16.11111111,20.55555556,0,,42,2,18,0.17,,,77,61,69,0,,,,,,,,,
